Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Month_Joined,Living_With,Is_Parent,Family_Size,Generation,Total_Accepted_Campaigns,AcceptedAnyCmp,Engagement_Rate,Total_Purchases,Total_Spending,Spend_per_Purchase,Recency_Score,Frequency_Score,Monetary_Score,Avg_RFM,RFM_Segment
Associate's Degree,Married,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,39,332,8,Alone,0,1,Millennials,0,0,0.0,19,461,24.263157894736842,5,4,3,4.0,Champions
High School,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,44,559,12,With_Kids,1,1,Generation_X,0,0,0.0,7,47,6.714285714285714,2,2,1,1.6666666666666667,At Risk
Doctorate Degree,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,47,132,2,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,10,144,14.4,2,2,2,2.0,At Risk
Bachelor's Degree,Married,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,55,623,10,Alone,0,1,Generation_X,0,0,0.0,24,1338,55.75,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Together,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,64,213,11,With_Teens,1,2,Baby_Boomers,0,0,0.0,25,917,36.68,1,5,4,3.3333333333333335,Can't Lose
Bachelor's Degree,Together,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,52,544,1,With_Kids_and_Teens,1,3,Generation_X,1,1,16.666666666666664,17,318,18.705882352941178,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,56,603,11,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,14,253,18.071428571428573,4,3,3,3.3333333333333335,Champions
Bachelor's Degree,Married,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,50,646,9,With_Teens,1,2,Generation_X,0,0,0.0,20,502,25.1,5,4,3,4.0,Champions
Bachelor's Degree,Together,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,40,202,12,With_Kids,1,2,Millennials,0,0,0.0,7,119,17.0,3,2,2,2.3333333333333335,Promising
Associate's Degree,Together,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,44,670,8,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,29,1250,43.10344827586207,2,5,5,4.0,Can't Lose
Bachelor's Degree,Together,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,44,239,11,With_Teens,1,2,Generation_X,0,0,0.0,24,969,40.375,3,5,4,4.0,Champions
Bachelor's Degree,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,73,328,8,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,9,76,8.444444444444445,5,2,2,3.0,New
Doctorate Degree,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,60,78,4,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,7,62,8.857142857142858,4,2,2,2.6666666666666665,New
Associate's Degree,Together,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,61,318,8,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,26,1382,53.15384615384615,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,47,142,2,With_Kids,1,1,Generation_X,0,0,0.0,7,84,12.0,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Together,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,71,351,7,With_Kids_and_Teens,1,3,Baby_Boomers,1,1,16.666666666666664,14,255,18.214285714285715,2,3,3,2.6666666666666665,Can't Lose
Master's Degree,Married,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,63,380,6,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,5,43,8.6,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,68,269,10,With_Teens,1,1,Baby_Boomers,0,0,0.0,14,398,28.428571428571427,5,3,3,3.6666666666666665,Champions
Master's Degree,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,46,74,4,With_Kids,1,1,Generation_X,0,0,0.0,8,76,9.5,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Together,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,59,23,6,Alone,1,3,Baby_Boomers,1,1,16.666666666666664,15,902,60.13333333333333,1,3,4,2.6666666666666665,Can't Lose
Associate's Degree,Together,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,42,58,5,With_Kids,1,2,Generation_X,0,0,0.0,21,823,39.19047619047619,4,4,4,4.0,Champions
Bachelor's Degree,Together,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,47,2,6,With_Teens,1,2,Generation_X,0,0,0.0,26,1179,45.34615384615385,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Together,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,49,623,10,With_Teens,1,2,Generation_X,1,1,16.666666666666664,29,1921,66.24137931034483,1,5,5,3.6666666666666665,Can't Lose
Master's Degree,Together,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,72,427,4,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,10,185,18.5,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,57,466,3,With_Kids_and_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,23,433,18.82608695652174,4,5,3,4.0,Champions
Bachelor's Degree,Married,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,72,170,1,With_Kids_and_Teens,1,3,Baby_Boomers,1,1,16.666666666666664,6,34,5.666666666666667,1,1,1,1.0,Lost
Bachelor's Degree,Together,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,65,386,6,With_Teens,1,2,Baby_Boomers,0,0,0.0,27,907,33.592592592592595,4,5,4,4.333333333333333,Champions
Bachelor's Degree,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,59,390,6,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,10,44,4.4,1,2,1,1.3333333333333333,At Risk
Bachelor's Degree,Married,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,67,62,4,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,17,1588,93.41176470588235,5,3,5,4.333333333333333,Champions
Doctorate Degree,Single,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,49,601,11,Alone,0,0,Generation_X,1,1,16.666666666666664,17,1797,105.70588235294117,2,3,5,3.3333333333333335,Can't Lose
Bachelor's Degree,Together,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,57,633,10,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,6,40,6.666666666666667,3,1,1,1.6666666666666667,Promising
Doctorate Degree,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,60,590,11,With_Teens,1,1,Baby_Boomers,0,0,0.0,21,1143,54.42857142857143,2,4,4,3.3333333333333335,Can't Lose
Master's Degree,Married,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,54,1,6,Alone,0,1,Generation_X,1,1,16.666666666666664,14,914,65.28571428571429,2,3,4,3.0,Can't Lose
Bachelor's Degree,Together,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,31,525,1,Alone,0,1,Millennials,1,1,16.666666666666664,12,1502,125.16666666666667,2,3,5,3.3333333333333335,Can't Lose
Bachelor's Degree,Divorced,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,69,500,2,With_Teens,1,1,Baby_Boomers,0,0,0.0,20,1338,66.9,5,4,5,4.666666666666667,Champions
Doctorate Degree,Together,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,40,343,7,With_Kids,1,2,Millennials,0,0,0.0,5,27,5.4,1,1,1,1.0,Lost
Associate's Degree,Together,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,41,274,9,With_Teens,1,2,Generation_X,1,1,16.666666666666664,22,763,34.68181818181818,5,5,4,4.666666666666667,Champions
Bachelor's Degree,Single,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,72,345,7,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,22,1331,60.5,2,5,5,4.0,Can't Lose
Bachelor's Degree,Married,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,67,302,8,Alone,1,3,Baby_Boomers,0,0,0.0,19,525,27.63157894736842,1,4,3,2.6666666666666665,Can't Lose
Doctorate Degree,Together,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,62,14,6,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,4,9,2.25,5,1,1,2.3333333333333335,New
Bachelor's Degree,Together,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,61,83,4,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,16,953,59.5625,1,3,4,2.6666666666666665,Can't Lose
Master's Degree,Divorced,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,52,261,10,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,7,68,9.714285714285714,4,2,2,2.6666666666666665,New
Master's Degree,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,52,268,10,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,10,131,13.1,4,2,2,2.6666666666666665,New
Bachelor's Degree,Married,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,55,324,8,With_Teens,1,2,Generation_X,0,0,0.0,23,882,38.34782608695652,3,5,4,4.0,Champions
Associate's Degree,Together,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,45,663,9,Alone,0,1,Generation_X,0,0,0.0,25,1149,45.96,1,5,4,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,54,287,9,With_Kids,1,2,Generation_X,0,0,0.0,5,37,7.4,3,1,1,1.6666666666666667,Promising
Doctorate Degree,Widow,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,58,308,8,With_Teens,1,1,Baby_Boomers,0,0,0.0,15,388,25.866666666666667,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Together,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,37,499,2,Alone,0,1,Millennials,1,1,16.666666666666664,16,1428,89.25,5,3,5,4.333333333333333,Champions
Master's Degree,Together,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,48,403,5,With_Kids,1,2,Generation_X,1,1,16.666666666666664,10,173,17.3,4,2,2,2.6666666666666665,New
Bachelor's Degree,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,36,264,10,With_Kids,1,1,Millennials,0,0,0.0,9,99,11.0,4,2,2,2.6666666666666665,New
Bachelor's Degree,Together,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,64,471,3,With_Teens,1,2,Baby_Boomers,0,0,0.0,12,215,17.916666666666668,5,3,3,3.6666666666666665,Champions
Doctorate Degree,Married,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,61,497,2,With_Teens,1,2,Baby_Boomers,0,0,0.0,31,929,29.967741935483872,2,5,4,3.6666666666666665,Can't Lose
Bachelor's Degree,Together,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,49,101,3,With_Kids,1,2,Generation_X,0,0,0.0,12,219,18.25,3,3,3,3.0,Champions
Bachelor's Degree,Married,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,46,291,9,With_Kids_and_Teens,1,3,Generation_X,1,1,16.666666666666664,12,174,14.5,5,3,2,3.3333333333333335,Champions
Bachelor's Degree,Together,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,45,566,12,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,9,92,10.222222222222221,5,2,2,3.0,New
Doctorate Degree,Married,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,53,293,9,Alone,0,1,Generation_X,0,0,0.0,25,1052,42.08,5,5,4,4.666666666666667,Champions
Bachelor's Degree,Married,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,66,464,3,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,14,275,19.642857142857142,3,3,3,3.0,Champions
Associate's Degree,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,68,695,8,With_Teens,1,2,Baby_Boomers,0,0,0.0,16,587,36.6875,3,3,3,3.0,Champions
Doctorate Degree,Divorced,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,69,645,9,With_Teens,1,1,Baby_Boomers,1,1,16.666666666666664,33,1662,50.36363636363637,3,5,5,4.333333333333333,Champions
Doctorate Degree,Together,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,41,503,2,With_Kids,1,2,Generation_X,0,0,0.0,11,159,14.454545454545455,2,2,2,2.0,At Risk
Master's Degree,Widow,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,70,391,6,Alone,0,0,Baby_Boomers,4,1,66.66666666666666,18,1024,56.888888888888886,2,4,4,3.3333333333333335,Can't Lose
Master's Degree,Divorced,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,55,67,4,With_Kids,1,1,Generation_X,0,0,0.0,7,35,5.0,1,2,1,1.3333333333333333,At Risk
Master's Degree,Together,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,66,302,8,Alone,0,1,Baby_Boomers,0,0,0.0,15,1042,69.46666666666667,1,3,4,2.6666666666666665,Can't Lose
Master's Degree,Together,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,58,204,12,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,19,395,20.789473684210527,4,4,3,3.6666666666666665,Champions
Doctorate Degree,Married,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,48,655,9,Alone,0,1,Generation_X,4,1,66.66666666666666,23,557,24.217391304347824,5,5,3,4.333333333333333,Champions
Bachelor's Degree,Married,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,33,356,7,Alone,0,1,Millennials,0,0,0.0,6,69,11.5,4,1,2,2.3333333333333335,New
Doctorate Degree,Married,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,57,169,1,With_Teens,1,2,Baby_Boomers,0,0,0.0,18,486,27.0,5,4,3,4.0,Champions
Bachelor's Degree,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,35,147,2,With_Kids,1,1,Millennials,0,0,0.0,6,34,5.666666666666667,2,1,1,1.3333333333333333,Lost
Associate's Degree,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,28,649,9,Alone,0,0,Millennials,3,1,50.0,28,1365,48.75,3,5,5,4.333333333333333,Champions
Bachelor's Degree,Together,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,48,406,5,With_Kids,1,2,Generation_X,0,0,0.0,4,13,3.25,1,1,1,1.0,Lost
Doctorate Degree,Married,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,45,608,10,Alone,0,1,Generation_X,0,0,0.0,21,1401,66.71428571428571,2,4,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Together,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,62,534,1,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,14,1574,112.42857142857143,5,3,5,4.333333333333333,Champions
Doctorate Degree,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,39,292,9,Alone,0,0,Millennials,1,1,16.666666666666664,20,1323,66.15,4,4,5,4.333333333333333,Champions
Master's Degree,Divorced,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,52,321,8,With_Teens,1,1,Generation_X,2,1,33.33333333333333,32,1217,38.03125,2,5,5,4.0,Can't Lose
Master's Degree,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,72,589,11,Alone,1,3,Baby_Boomers,0,0,0.0,7,103,14.714285714285714,1,2,2,1.6666666666666667,At Risk
Master's Degree,Together,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,47,360,7,Alone,0,1,Generation_X,0,0,0.0,7,84,12.0,1,2,2,1.6666666666666667,At Risk
Doctorate Degree,Married,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,51,519,1,Alone,0,1,Generation_X,0,0,0.0,23,1536,66.78260869565217,2,5,5,4.0,Can't Lose
Bachelor's Degree,Together,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,38,649,9,With_Kids,1,2,Millennials,0,0,0.0,18,581,32.27777777777778,3,4,3,3.3333333333333335,Champions
Doctorate Degree,Married,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,57,599,11,With_Teens,1,2,Baby_Boomers,0,0,0.0,14,928,66.28571428571429,5,3,4,4.0,Champions
Associate's Degree,Divorced,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,48,196,12,Alone,0,0,Generation_X,0,0,0.0,4,14,3.5,5,1,1,2.3333333333333335,New
Bachelor's Degree,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,44,326,8,With_Teens,1,1,Generation_X,0,0,0.0,15,424,28.266666666666666,3,3,3,3.0,Champions
Bachelor's Degree,Married,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,52,258,10,With_Kids,1,2,Generation_X,0,0,0.0,14,960,68.57142857142857,2,3,4,3.0,Can't Lose
Bachelor's Degree,Married,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,41,597,11,Alone,0,1,Generation_X,2,1,33.33333333333333,20,1555,77.75,5,4,5,4.666666666666667,Champions
Bachelor's Degree,Widow,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,50,630,10,With_Kids_and_Teens,1,2,Generation_X,2,1,33.33333333333333,29,656,22.620689655172413,5,5,4,4.666666666666667,Champions
Master's Degree,Together,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,55,296,9,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,9,55,6.111111111111111,2,2,2,2.0,At Risk
Bachelor's Degree,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,39,49,5,With_Kids,1,1,Millennials,0,0,0.0,5,20,4.0,3,1,1,1.6666666666666667,Promising
Master's Degree,Together,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,52,636,10,With_Kids,1,2,Generation_X,0,0,0.0,17,367,21.58823529411765,4,3,3,3.3333333333333335,Champions
Associate's Degree,Together,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,46,111,3,Alone,0,1,Generation_X,4,1,66.66666666666666,22,2257,102.5909090909091,4,5,5,4.666666666666667,Champions
Doctorate Degree,Divorced,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,56,120,3,With_Kids,1,1,Generation_X,0,0,0.0,7,42,6.0,2,2,1,1.6666666666666667,At Risk
Bachelor's Degree,Divorced,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,59,382,6,With_Teens,1,1,Baby_Boomers,0,0,0.0,26,1049,40.34615384615385,1,5,4,3.3333333333333335,Can't Lose
Bachelor's Degree,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,51,74,4,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,7,48,6.857142857142857,1,2,1,1.3333333333333333,At Risk
Doctorate Degree,Single,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,75,543,1,With_Teens,1,1,Baby_Boomers,0,0,0.0,25,685,27.4,5,5,4,4.666666666666667,Champions
Bachelor's Degree,Divorced,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,71,71,4,With_Teens,1,1,Baby_Boomers,0,0,0.0,5,39,7.8,2,1,1,1.3333333333333333,Lost
Associate's Degree,Single,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,36,142,2,Alone,0,0,Millennials,0,0,0.0,5,43,8.6,5,1,1,2.3333333333333335,New
Master's Degree,Widow,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,64,682,8,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,21,835,39.76190476190476,5,4,4,4.333333333333333,Champions
Bachelor's Degree,Married,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,65,159,1,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,20,1515,75.75,3,4,5,4.0,Champions
Doctorate Degree,Together,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,72,495,2,With_Teens,1,2,Baby_Boomers,0,0,0.0,26,1039,39.96153846153846,5,5,4,4.666666666666667,Champions
Bachelor's Degree,Divorced,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,48,349,7,With_Kids,1,1,Generation_X,0,0,0.0,26,1596,61.38461538461539,1,5,5,3.6666666666666665,Can't Lose
Doctorate Degree,Married,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,39,622,10,Alone,0,1,Millennials,1,1,16.666666666666664,18,1828,101.55555555555556,2,4,5,3.6666666666666665,Can't Lose
Doctorate Degree,Married,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,54,60,4,With_Kids,1,2,Generation_X,2,1,33.33333333333333,6,34,5.666666666666667,4,1,1,2.0,New
Doctorate Degree,Divorced,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,55,72,4,With_Teens,1,1,Generation_X,0,0,0.0,10,149,14.9,3,2,2,2.3333333333333335,Promising
Master's Degree,Single,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,54,406,5,With_Teens,1,1,Generation_X,1,1,16.666666666666664,23,946,41.130434782608695,2,5,4,3.6666666666666665,Can't Lose
Doctorate Degree,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,38,41,5,Alone,0,0,Millennials,0,0,0.0,6,28,4.666666666666667,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,39,603,11,With_Kids,1,1,Millennials,0,0,0.0,17,450,26.470588235294116,2,3,3,2.6666666666666665,Can't Lose
Doctorate Degree,Married,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,66,161,1,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,5,46,9.2,4,1,1,2.0,New
Doctorate Degree,Divorced,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,52,234,11,Alone,0,0,Generation_X,2,1,33.33333333333333,16,1702,106.375,2,3,5,3.3333333333333335,Can't Lose
Bachelor's Degree,Together,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,48,293,9,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,25,820,32.8,4,5,4,4.333333333333333,Champions
Bachelor's Degree,Married,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,41,488,2,With_Kids,1,2,Generation_X,1,1,16.666666666666664,15,382,25.466666666666665,1,3,3,2.3333333333333335,Can't Lose
Doctorate Degree,Married,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,35,667,8,Alone,0,1,Millennials,0,0,0.0,20,2126,106.3,1,4,5,3.3333333333333335,Can't Lose
Master's Degree,Together,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,34,58,5,Alone,0,1,Millennials,3,1,50.0,20,2069,103.45,1,4,5,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,38,518,1,With_Kids,1,2,Millennials,0,0,0.0,7,72,10.285714285714286,2,2,2,2.0,At Risk
Bachelor's Degree,Divorced,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,55,26,6,With_Teens,1,1,Generation_X,2,1,33.33333333333333,28,732,26.142857142857142,4,5,4,4.333333333333333,Champions
Bachelor's Degree,Single,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,49,34,5,Alone,0,0,Generation_X,0,0,0.0,11,801,72.81818181818181,1,2,4,2.3333333333333335,At Risk
